"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/12/2021","CVS","CVS/PHARMACY #05875 BOWIE MD","8.03","debit","Pharmacy","Discover","",""
"1/12/2021","Amazon","AMZN MKTP US*PI5985U83 AMZN.COM/BILLWA6IVRJIZD4LH","34.94","debit","Shopping","Discover","",""
"1/12/2021","WWW.POMELOTRAVEL.COM HTTPSWWW.POMEUTUS","Point Of Sale Withdrawal WWW.POMELOTRAVEL.COM HTTPSWWW.POMEUTUS","36.00","debit","Travel","Choice Checking","",""
"1/11/2021","Apple","APPLE.COM/BILL 866-712-7753 CAMKQMN5DGL6A0","39.99","debit","Electronics & Software","Discover","",""
"1/11/2021","Venmo","VENMO PAYMENT","12.50","debit","Transfer","Investor Checking","",""
"1/11/2021","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","135.75","credit","Income","Choice Checking","",""
"1/10/2021","Amazon","AMZN MKTP US*QD9J72NR3 AMZN.COM/BILLWAF4OKPRQ2HE6","50.87","debit","Shopping","Discover","",""
"1/10/2021","Amazon","AMZN MKTP US*U216O5NB3 AMZN.COM/BILLWA31213VGYGL5","105.99","debit","Shopping","Discover","",""
"1/09/2021","Potbelly Sandwich Works","DOORDASH*POTBELLY SAND 6506819470 CA","28.94","debit","Restaurants","Discover","",""
"1/08/2021","Giant","GIANT 0326 LANHAM MD00805R","98.66","debit","Groceries","Discover","",""
"1/07/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","414.40","credit","Credit Card Payment","Discover","",""
"1/07/2021","Venmo","VENMO PAYMENT","135.75","debit","Transfer","Investor Checking","",""
"1/06/2021","DISCOVER E-PAYMENT 210105","DISCOVER E-PAYMENT 210105","700.00","debit","Credit Card Payment","Investor Checking","",""
"1/06/2021","Bank of America FndTrnsfr 210105","Bank of America FndTrnsfr 210105","445.00","credit","Transfer","Investor Checking","",""
"1/05/2021","GLENN DALE CROWN GLENN DALE MD","GLENN DALE CROWN GLENN DALE MD","23.90","debit","Gas & Fuel","Discover","",""
"1/05/2021","CVS","CVS/PHARMACY #05875 BOWIE MD","14.80","debit","Pharmacy","Discover","",""
"1/05/2021","CVS","CVS/PHARMACY #05875 BOWIE MD","10.00","debit","Pharmacy","Discover","",""
"1/05/2021","Gold's Gym","ABC*GOLDS GYM 888-827-9262 MDABC*GOLDS GYM","29.99","debit","Gym","Discover","",""
"1/05/2021","Spotify","SPOTIFY P12E4CB9EF 8777781161 NY","14.99","debit","Music","Discover","",""
"1/04/2021","Giant","GIANT 0326 LANHAM MD00437R","84.88","debit","Groceries","Discover","",""
"1/04/2021","Amazon","AMZN MKTP US*WT5WH63U3 AMZN.COM/BILLWA192QGUBUYHS","24.76","debit","Shopping","Discover","",""
"1/04/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1761.20","credit","Credit Card Payment","Discover","",""
"1/04/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","700.00","credit","Credit Card Payment","Discover","",""
"1/04/2021","Internal Revenue Service","External Deposit IRS TREAS 310 - XXTAXEIP2","600.00","credit","Federal Tax","Choice Checking","",""
"1/04/2021","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","75.00","credit","Income","Choice Checking","",""
"1/03/2021","Trader Joe's","TRADER JOE'S #658 QPS ELKRIDGE MD","87.34","debit","Groceries","Discover","",""
"1/03/2021","Amazon","AMZN MKTP US*GH1D55KA3 AMZN.COM/BILLWA6G0RQLUHWHE","29.67","debit","Shopping","Discover","",""
"1/03/2021","Target","TARGET COLUMBIA MD","19.88","debit","Shopping","Discover","",""
"1/03/2021","Amazon","AMZN MKTP US*G669W9133 AMZN.COM/BILLWAE9WFMZ8P9N3","109.12","debit","Shopping","Discover","",""
"1/03/2021","Amazon","AMZN MKTP US*1R71W1QF3 AMZN.COM/BILLWA49NVXFS47M5","13.77","debit","Shopping","Discover","",""
"1/02/2021","PARKER'S FLORIST 256-772-3630 AL","PARKER'S FLORIST 256-772-3630 AL","108.98","debit","Shopping","Discover","",""
"1/01/2021","Geico","GEICO *AUTO 800-841-3000 DC4458078930000496343676","123.39","debit","Auto Insurance","Discover","",""
"1/01/2021","Whole Foods","WHOLEFDS KMQ #10499 COLUMBIA MD","150.02","debit","Groceries","Discover","",""
"1/01/2021","39dollarglasses.com","39DOLLARGLASSESCOM 800-672-6304 NY626808522","213.44","debit","Eyecare","Discover","",""
"1/01/2021","Wine & Spirits","CT WINE & SPIRIT 10100 COLUMBIA","22.88","debit","Alcohol & Bars","Investor Checking","",""
"12/31/2020","Shell","SHELL 57543580401 LANHAM MD","49.98","debit","Gas & Fuel","Discover","",""
"12/31/2020","Etsy.com","ETSY.COM BROOKLYN NY","71.69","debit","Shopping","Discover","",""
"12/31/2020","Interest Paid","Interest Paid","0.11","credit","Interest Income","Investor Checking","",""
"12/31/2020","Credit Interest","Credit Interest","0.02","credit","Interest Income","Choice Checking","",""
"12/30/2020","Chick-Fil-A","CHICKFILA APP 8662322040 866-232-2040 GA","25.00","debit","Fast Food","Discover","",""
"12/30/2020","Giant","GIANT 0326 LANHAM MD03028R","375.60","debit","Groceries","Discover","",""
"12/30/2020","Bank of America FndTrnsfr 201229","Bank of America FndTrnsfr 201229","196.00","credit","Transfer","Investor Checking","",""
"12/30/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","44.76","debit","Transfer","Choice Checking","",""
"12/29/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","21.00","credit","Income","Choice Checking","",""
"12/29/2020","Venmo","VENMO PAYMENT","30.00","debit","Transfer","Investor Checking","",""
"12/28/2020","Gold's Gym","4826 GOLDS GYM BOWIE BOWIE MD","7.73","debit","Gym","Discover","",""
"12/28/2020","CVS","CVS/PHARMACY #05875 BOWIE MD","13.09","debit","Pharmacy","Discover","",""
"12/28/2020","Amazon","AMZN MKTP US*VW1BU1P13 AMZN.COM/BILLWA6KU4AYQJR51","13.73","debit","Shopping","Discover","",""
"12/28/2020","Amazon","AMZN MKTP US*5K1FG2ZJ3 AMZN.COM/BILLWA4QD80CJRR0O","27.55","debit","Shopping","Discover","",""
"12/27/2020","Whole Foods","WHOLEFDS KMQ #10499 COLUMBIA MD","23.68","debit","Groceries","Discover","",""
"12/27/2020","Amazon","AMZN MKTP US*5D58Y0V43 AMZN.COM/BILLWA1PQJ8D8I593","16.86","debit","Shopping","Discover","",""
"12/27/2020","Amazon","AMAZON.COM*KT9GW9VA3 AMZN.COM/BILLWA1VQWECI2KQU","9.51","debit","Shopping","Discover","",""
"12/27/2020","DOORDASH*CAFE MEZCLA 6506819470 CA","DOORDASH*CAFE MEZCLA 6506819470 CA","18.55","debit","Restaurants","Discover","",""
"12/26/2020","Amazon","AMZN MKTP US*M00926K83 AMZN.COM/BILLWA1H7U86QWMCJ","5.31","debit","Shopping","Discover","",""
"12/26/2020","Trader Joe's","TRADER JOE'S #658 QPS ELKRIDGE MD","71.25","debit","Groceries","Discover","",""
"12/26/2020","T J MAXX #1250 COLUMBIA MD","T J MAXX #1250 COLUMBIA MD","10.58","debit","Clothing","Discover","",""
"12/26/2020","Target","TARGET COLUMBIA MD","43.99","debit","Shopping","Discover","",""
"12/25/2020","Apple","APPLE.COM/BILL 866-712-7753 CAMKQMHNV6HSA0","9.99","debit","Electronics & Software","Discover","",""
"12/25/2020","LA MART COLUMBIA MD","LA MART COLUMBIA MD","34.89","debit","Groceries","Discover","",""
"12/25/2020","PNC Bank","PNC BANK M&T 10515 BALT BELTZVILLE","50.00","debit","Cash & ATM","Investor Checking","",""
"12/24/2020","Pizza Man Restaurant","PIZZA MAN RESTAURANT COLUMBIA MD","44.56","debit","Restaurants","Discover","",""
"12/24/2020","Wawa","WAWA 593 BELTSVILLE MD","10.43","debit","Gas & Fuel","Discover","",""
"12/24/2020","Wawa","WAWA 593 BELTSVILLE MD","26.39","debit","Gas & Fuel","Discover","",""
"12/24/2020","Etsy.com","ETSY.COM BROOKLYN NY","37.94","debit","Shopping","Discover","",""
"12/24/2020","Asthma Allergy","ASTHMA ALLERGY BOWIE BOWIE MD","25.00","debit","Doctor","Discover","",""
"12/23/2020","7-Eleven","7-ELEVEN 33255 LANHAM MD","7.20","debit","Fast Food","Discover","",""
"12/23/2020","CRESCENT WINE & BEER BOWIE MD","CRESCENT WINE & BEER BOWIE MD","66.45","debit","Alcohol & Bars","Discover","",""
"12/23/2020","Interest Paid","Interest Paid","3.44","credit","Interest Income","Online Savings Account","",""
"12/23/2020","Bank of America FndTrnsfr 201222","Bank of America FndTrnsfr 201222","196.00","credit","Transfer","Investor Checking","",""
"12/23/2020","Venmo","VENMO PAYMENT ~ Tran: ACHDW","50.00","debit","Transfer","Investor Checking","",""
"12/23/2020","Funds Transfer to Brokerage -5396","Funds Transfer to Brokerage -5396","500.00","debit","Transfer","Investor Checking","",""
"12/22/2020","Amazon","AMZN MKTP US*2Z4KE8YC3 AMZN.COM/BILLWA6RO4BCRADVH","19.10","debit","Shopping","Discover","",""
"12/22/2020","Chick-Fil-A","CHICKFILA APP 8662322040 866-232-2040 GA","25.00","debit","Fast Food","Discover","",""
"12/22/2020","DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","External Withdrawal DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","200.00","debit","Credit Card Payment","Choice Checking","",""
"12/21/2020","Giant","GIANT 0326 LANHAM MD02174R","168.32","debit","Groceries","Discover","",""
"12/21/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","200.00","credit","Credit Card Payment","Discover","",""
"12/21/2020","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","60.31","credit","Bonus","Discover","",""
"12/21/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","50.00","credit","Income","Choice Checking","",""
"12/21/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","75.00","credit","Income","Choice Checking","",""
"12/21/2020"," 1011621810902 HONGKONG ARISE BEYOUD E-COMMERCE LI","IAT Withdrawal IAT PAYPAL 1011621810902 HONGKONG ARISE BEYOUD E-COMMERCE LI","34.85","debit","Pet Food & Supplies","Choice Checking","",""
"12/21/2020","Venmo","VENMO PAYMENT","100.00","debit","Transfer","Investor Checking","",""
"12/20/2020","Kohl's","KOHL'S #0264 ELLICOTT CITYMD","56.69","debit","Clothing","Discover","",""
"12/20/2020","Target","TARGET COLUMBIA MD","13.75","debit","Shopping","Discover","",""
"12/20/2020","Amazon","AMZN MKTP US*XX4LR95L3 AMZN.COM/BILLWA1A1ST1J5QOQ","272.37","debit","Shopping","Discover","",""
"12/20/2020","Amazon","AMAZON.COM*UU5G803Z3 AMZN.COM/BILLWA6982T7MDG3H","23.52","debit","Shopping","Discover","",""
"12/20/2020","Regionale","TST* REGIONALE ELLICOTT CITYMD","35.74","debit","Restaurants","Discover","",""
"12/20/2020","Deposit Shared Branch Mobile Deposit SECU MD","Deposit Shared Branch Mobile Deposit SECU MD","102.00","credit","Income","Choice Checking","",""
"12/19/2020","AIDA BISTRO AND WINE B COLUMBIA MD","AIDA BISTRO AND WINE B COLUMBIA MD","67.05","debit","Restaurants","Discover","",""
"12/19/2020","OAKLAND MILLS LIQUORS COLUMBIA MD","OAKLAND MILLS LIQUORS COLUMBIA MD","33.22","debit","Alcohol & Bars","Discover","",""
"12/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"12/18/2020","Amazon","AMAZON.COM*UA6U659G3 AMZN.COM/BILLWA7JSAPI4EFYL","9.51","debit","Shopping","Discover","",""
"12/18/2020","Amazon","AMZN MKTP US*PB51Z9R03 AMZN.COM/BILLWA2JGRGAVVS6Z","241.33","debit","Shopping","Discover","",""
"12/18/2020","Amazon","AMZN MKTP US*SP0SI5H03 AMZN.COM/BILLWAUMDJQP03C4F","27.86","debit","Shopping","Discover","",""
"12/18/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1663.07","credit","Credit Card Payment","Discover","",""
"12/17/2020","McDonald's","MCDONALD'S M7165 OF MD SEABROOK MD","9.73","debit","Fast Food","Discover","",""
"12/17/2020","7-Eleven","7-ELEVEN 33255 LANHAM MD","12.59","debit","Fast Food","Discover","",""
"12/17/2020","Maryland Urgent Care Inc.","MARYLAND URGENT CARE 3012773555 MD","25.00","debit","Doctor","Discover","",""
"12/17/2020","Bank of America FndTrnsfr 201215","Bank of America FndTrnsfr 201215","196.00","credit","Transfer","Investor Checking","",""
"12/16/2020","DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","External Withdrawal DISCOVER DC PYMNTS DCIINTNET - E-PAYMENT","420.00","debit","Credit Card Payment","Choice Checking","",""
"12/15/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","42.00","debit","Transfer","Choice Checking","",""
"12/15/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","33.18","debit","Transfer","Choice Checking","",""
"12/15/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","48.00","credit","Income","Choice Checking","",""
"12/14/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","420.00","credit","Credit Card Payment","Discover","",""
"12/14/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","320.00","credit","Income","Choice Checking","",""
"12/13/2020","Target","TARGET.COM * 800-591-3869 MN","323.15","debit","Shopping","Discover","",""
"12/13/2020","UMI ELLICOTT CITYMD","UMI ELLICOTT CITYMD","97.27","debit","Restaurants","Discover","",""
"12/12/2020","P.F. Chang's","DOORDASH*P.F. CHANGS 6506819470 CA","72.68","debit","Restaurants","Discover","",""
"12/11/2020","Giant","GIANT 0326 LANHAM MD01124R","21.50","debit","Groceries","Discover","",""
"12/11/2020","Our Place","SP * OUR PLACE 3106201206 CA","100.70","debit","Restaurants","Discover","",""
"12/10/2020","Giant","GIANT 0326 LANHAM MD01041R","164.61","debit","Groceries","Discover","",""
"12/10/2020","Bank of America FndTrnsfr 201208","Bank of America FndTrnsfr 201208","196.00","credit","Transfer","Investor Checking","",""
"12/07/2020","McDonald's","MCDONALD'S M7165 OF MD SEABROOK MD","8.47","debit","Fast Food","Discover","",""
"12/07/2020","Giant","GIANT 0326 LANHAM MD00760R","10.93","debit","Groceries","Discover","",""
"12/07/2020","Giant","GIANT 0326 LANHAM MD00736R","199.63","debit","Groceries","Discover","",""
"12/07/2020","Amazon","AMZN MKTP US*V604Q3V53 AMZN.COM/BILLWA2UU82796P1C","20.99","debit","Shopping","Discover","",""
"12/07/2020","Amazon","AMZN MKTP US*LG0MG7RA3 AMZN.COM/BILLWA49JJB6NUWKB","33.86","debit","Shopping","Discover","",""
"12/07/2020","SCHWAB BROKERAGE - MONEYLINK","External Withdrawal SCHWAB BROKERAGE - MONEYLINK","50.00","debit","Buy","Choice Checking","",""
"12/05/2020","Spotify","SPOTIFY P1273DC04E 8777781161 NY","14.99","debit","Music","Discover","",""
"12/03/2020","SMALLSFORSMALLS.COM 5034874303 NY","SMALLSFORSMALLS.COM 5034874303 NY","67.84","debit","Shopping","Discover","",""
"12/03/2020","Amazon","AMZN MKTP US*VO4DI7EQ3 AMZN.COM/BILLWA3J82RY28CJA","69.93","debit","Shopping","Discover","",""
"12/03/2020","RGP*LAWN DOCTOR 443-790-7522 CARGP*LAWN DOCTOR","RGP*LAWN DOCTOR 443-790-7522 CARGP*LAWN DOCTOR","162.00","debit","Lawn & Garden","Discover","",""
"12/03/2020","Bank of America FndTrnsfr 201201","Bank of America FndTrnsfr 201201","196.00","credit","Transfer","Investor Checking","",""
"12/02/2020","Amazon","AMAZON.COM*228QG12C1 AMZN.COM/BILLWA3XK3W3TVEFG","148.39","debit","Shopping","Discover","",""
"12/01/2020","Geico","GEICO *AUTO 800-841-3000 DC4458078930000399650499","123.39","debit","Auto Insurance","Discover","",""
"12/01/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA89882669CHQ6","25.00","debit","Coffee Shops","Discover","",""
"12/01/2020","BGE HOME PRODUCTS AND SE 410-918-5505 MD","BGE HOME PRODUCTS AND SE 410-918-5505 MD","134.25","debit","Groceries","Discover","",""
"12/01/2020","Walesia Lynn Ro","WALESIA LYNN RO SCHWAB BANK P2P","10000.00","credit","Transfer","Online Savings Account","",""
"12/01/2020","DISCOVER E-PAYMENT 201130","DISCOVER E-PAYMENT 201130","500.00","debit","Credit Card Payment","Investor Checking","",""
"11/30/2020","BLENDJET 402-935-7733 CA","PAYPAL *BLENDJET 402-935-7733 CA","84.72","debit","Clothing","Discover","",""
"11/30/2020","Wawa","WAWA 589 EASTON MD","72.41","debit","Gas & Fuel","Discover","",""
"11/30/2020","Credit Interest","Credit Interest","0.02","credit","Interest Income","Choice Checking","",""
"11/30/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1725.00","credit","Credit Card Payment","Discover","",""
"11/30/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","500.00","credit","Credit Card Payment","Discover","",""
"11/30/2020","Interest Paid","Interest Paid","0.35","credit","Interest Income","Investor Checking","",""
"11/30/2020","Electronic Withdrawal","Electronic Withdrawal","10000.00","debit","Transfer","Investor Checking","",""
"11/30/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","58.89","debit","Transfer","Choice Checking","",""
"11/29/2020","Our Place","PAYPAL *OURPLACE 888-221-1161 CA","100.70","debit","Restaurants","Discover","",""
"11/29/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA864639033HQ6","25.00","debit","Coffee Shops","Discover","",""
"11/29/2020","Deposit AMAZON.COM REFUNDAMAZON.COM SEATTLE WAUS","Point Of Sale Deposit AMAZON.COM REFUNDAMAZON.COM SEATTLE WAUS","135.67","credit","Income","Choice Checking","",""
"11/28/2020","SP * SECRETLABUS 6563415032 DE","SP * SECRETLABUS 6563415032 DE","419.00","debit","Clothing","Discover","",""
"11/27/2020","Giant","GIANT 0326 LANHAM MD02704R","116.20","debit","Groceries","Discover","",""
"11/27/2020","GLENN DALE CROWN GLENN DALE MD","GLENN DALE CROWN GLENN DALE MD","23.77","debit","Gas & Fuel","Discover","",""
"11/27/2020","WISCONSIN 888-221-1161 CA","PAYPAL *WISCONSIN 888-221-1161 CA","157.76","debit","Shopping","Discover","",""
"11/27/2020","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","135.67","debit","Shopping","Choice Checking","",""
"11/27/2020","Bank of America FndTrnsfr 201125","Bank of America FndTrnsfr 201125","196.00","credit","Transfer","Investor Checking","",""
"11/27/2020","Bank of America FndTrnsfr 201124","Bank of America FndTrnsfr 201124","196.00","credit","Transfer","Investor Checking","",""
"11/26/2020","7-Eleven","7-ELEVEN 33255 LANHAM MD","4.58","debit","Fast Food","Discover","",""
"11/26/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA802906503HQ6","25.00","debit","Coffee Shops","Discover","",""
"11/26/2020","Deposit Shared Branch Mobile Deposit SECU MD","Deposit Shared Branch Mobile Deposit SECU MD","42.07","credit","Income","Choice Checking","",""
"11/25/2020","Heat Free Hair","SP * HEATFREEHAIR.COM 2024450055 DC","193.98","debit","Hair","Discover","",""
"11/25/2020","Apple","APPLE.COM/BILL 866-712-7753 CAMKQM70Y3BGA0","9.99","debit","Electronics & Software","Discover","",""
"11/25/2020","SP * AYOBA 2027968554 VA","SP * AYOBA 2027968554 VA","71.11","debit","Shopping","Discover","",""
"11/25/2020","Amazon","AMZN MKTP US*1F0YP7WD3 AMZN.COM/BILLWAKNY5ELWKPMY","1.79","debit","Shopping","Discover","",""
"11/25/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","163.70","credit","Income","Choice Checking","",""
"11/24/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA86980414FHQ6","25.00","debit","Coffee Shops","Discover","",""
"11/24/2020","RORY 8887988686 NY","RORY 8887988686 NY","60.00","debit","Doctor","Discover","",""
"11/24/2020","Chick-Fil-A","DOORDASH*CHICK-FIL-A 6506819470 CA","40.31","debit","Restaurants","Discover","",""
"11/23/2020","Giant","GIANT 0326 LANHAM MD02323R","274.03","debit","Groceries","Discover","",""
"11/23/2020","Interest Paid","Interest Paid","0.03","credit","Interest Income","Online Savings Account","",""
"11/23/2020","McDonald's","Point Of Sale Withdrawal MCDONALD'S M7165 OF MD 10585 GREENBELT RD SEABROOK M","8.47","debit","Fast Food","Choice Checking","",""
"11/23/2020","THAI AT LA* THAI AT WA STRIPE.COM MDUS","Point Of Sale Withdrawal THAI AT LA* THAI AT WA STRIPE.COM MDUS","63.34","debit","Restaurants","Choice Checking","",""
"11/23/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","23.00","credit","Income","Choice Checking","",""
"11/22/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA83134155CHQ6","25.00","debit","Coffee Shops","Discover","",""
"11/20/2020","POSTMATES C93E5 ISLAND 8778877815 CA","POSTMATES C93E5 ISLAND 8778877815 CA","30.63","debit","Restaurants","Discover","",""
"11/20/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","20.89","credit","Income","Choice Checking","",""
"11/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"11/17/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA84980205VH4X","25.00","debit","Coffee Shops","Discover","",""
"11/17/2020","Amazon","AMAZON.COM*AZ5ML26Y3 AMZN.COM/BILLWA3B0CSDDUWPT","19.61","debit","Shopping","Discover","",""
"11/17/2020","Amazon","AMZN MKTP US*203HU7J22 AMZN.COM/BILLWA6H89COQ05I8","93.65","debit","Shopping","Discover","",""
"11/16/2020","Panera Bread","DOORDASH*PANERA BREAD 6506819470 CA","29.43","debit","Restaurants","Discover","",""
"11/16/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","37.50","credit","Income","Choice Checking","",""
"11/15/2020","Dunkin Donuts","DUNKIN #303446 Q35 410-820-8300 MD","16.28","debit","Coffee Shops","Discover","",""
"11/14/2020","Dunkin Donuts","DUNKIN #303446 Q35 410-820-8300 MD","16.40","debit","Coffee Shops","Discover","",""
"11/13/2020","Giant","GIANT 0121 CROFTON MD01367R","74.99","debit","Groceries","Discover","",""
"11/12/2020","SMALLSFORSMALLS.COM 5034874303 NY","SMALLSFORSMALLS.COM 5034874303 NY","67.84","debit","Shopping","Discover","",""
"11/12/2020","Royal","ROYAL KABOB GAMBRILLS MD","39.70","debit","Restaurants","Discover","",""
"11/12/2020","Bank of America FndTrnsfr 201110","Bank of America FndTrnsfr 201110","196.00","credit","Transfer","Investor Checking","",""
"11/11/2020","Amazon","AMZN MKTP US*201V11CR1 AMZN.COM/BILLWA1KLK2XWI143","52.19","debit","Shopping","Discover","",""
"11/11/2020","Urban Hot Pot","URBAN HOT POT COLUMBIA MD","77.58","debit","Restaurants","Discover","",""
"11/11/2020","Amazon","AMAZON.COM*203IB0CY1 AMZN.COM/BILLWA6ZB33G0U1UK","14.30","debit","Shopping","Discover","",""
"11/09/2020","Bfs Foods 15","BFS FOODS # 68 LIBERTY MORGANTOWN, WV","23.63","debit","Groceries","Discover","",""
"11/06/2020","Wawa","WAWA 591 PRINCE FREDERMD","18.40","debit","Gas & Fuel","Discover","",""
"11/06/2020","Giant","GIANT 0326 LANHAM MD00673R","79.73","debit","Groceries","Discover","",""
"11/06/2020","UNIV OF MD PYMNT 9541210417 - UMD PYMNT","External Withdrawal UNIV OF MD PYMNT 9541210417 - UMD PYMNT","437.19","debit","Auto Payment","Choice Checking","",""
"11/06/2020","Venmo","VENMO PAYMENT ~ Tran: ACHDW","105.25","debit","Transfer","Investor Checking","",""
"11/05/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA804546597H02","25.00","debit","Coffee Shops","Discover","",""
"11/05/2020","Spotify","SPOTIFY P1205AE468 8777781161 NY","14.99","debit","Music","Discover","",""
"11/05/2020","SCHWAB BROKERAGE - MONEYLINK","External Withdrawal SCHWAB BROKERAGE - MONEYLINK","50.00","debit","Buy","Choice Checking","",""
"11/05/2020","Bank of America FndTrnsfr 201103","Bank of America FndTrnsfr 201103","196.00","credit","Transfer","Investor Checking","",""
"11/04/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","2192.73","credit","Credit Card Payment","Discover","",""
"11/04/2020","Venmo","External Withdrawal VENMO - PAYMENT","20.89","debit","Transfer","Choice Checking","",""
"11/03/2020","Dunkin Donuts","DUNKIN #303446 Q35 410-820-8300 MD","20.84","debit","Coffee Shops","Discover","",""
"11/02/2020","Chipotle","CHIPOTLE ONLINE 180-024-4768 CA","34.41","debit","Fast Food","Discover","",""
"11/02/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA43575315SGUX","25.00","debit","Coffee Shops","Discover","",""
"11/01/2020","Geico","GEICO *AUTO 800-841-3000 DC4458078930000334703349","123.39","debit","Auto Insurance","Discover","",""
"11/01/2020","Maryland Urgent Care Inc.","MARYLAND URGENT CARE 3012773555 MD","239.99","debit","Doctor","Discover","",""
"10/31/2020","Chick-Fil-A","CHICK-FIL-A #02465 EASTON MD","15.30","debit","Fast Food","Discover","",""
"10/31/2020","CVS","CVS/PHARMACY #05875 BOWIE MD","128.69","debit","Pharmacy","Discover","",""
"10/31/2020","AACC-CASHIER'S OFFICE 410-777-2236 MD","AACC-CASHIER'S OFFICE 410-777-2236 MD","628.00","debit","Tuition","Discover","",""
"10/31/2020","Credit Interest","Credit Interest","0.03","credit","Interest Income","Choice Checking","",""
"10/30/2020","Interest Paid","Interest Paid","0.36","credit","Interest Income","Investor Checking","",""
"10/29/2020","GLENN DALE CROWN GLENN DALE MD","GLENN DALE CROWN GLENN DALE MD","25.61","debit","Gas & Fuel","Discover","",""
"10/29/2020","Amazon","AMZN MKTP US*288OR1CN2 AMZN.COM/BILLWA78P8CPNGW7B","57.49","debit","Shopping","Discover","",""
"10/29/2020","Giant","GIANT 0326 LANHAM MD02978R","83.07","debit","Groceries","Discover","",""
"10/29/2020","Amazon","AMZN MKTP US*2T1FC3RB2 AMZN.COM/BILLWA7CZ58XNI1PV","44.55","debit","Shopping","Discover","",""
"10/29/2020","Bank of America FndTrnsfr 201027","Bank of America FndTrnsfr 201027","196.00","credit","Transfer","Investor Checking","",""
"10/28/2020","Dick's Sporting","PAYPAL *DICKSSPORTI 402-935-7733 CA","74.19","debit","Sporting Goods","Discover","",""
"10/27/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA86869101KGKO","25.00","debit","Coffee Shops","Discover","",""
"10/26/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA84680863EGKO","25.00","debit","Coffee Shops","Discover","",""
"10/26/2020","Skin Deep LLC","PAYPAL *SKIN DEEP 888-221-1161 CA","94.68","debit","Doctor","Discover","",""
"10/26/2020","Funds Transfer to Brokerage -5396","Funds Transfer to Brokerage -5396","400.00","debit","Transfer","Investor Checking","",""
"10/26/2020","Namaste","Point Of Sale Withdrawal NAMASTE GAMBRILLS MDUS","91.00","debit","Restaurants","Choice Checking","",""
